Ensembl ID	Gene Name	chr	TSS	#Enhancer	Avg_EnhancerActivity	Avg_EnhancerContact	Avg_EnhancerDistance	Failure
MGP_C57BL6NJ_G0016550	Ttll4	1	78195077,78195082,78195149,78195149,78212226,78219846,78220476,78223943,78224593,78229713,78230234	3	10.2272	21.5562	26122.1	-
MGP_C57BL6NJ_G0017050	Dars2	1	171971185,171971169,171946219,171971183,171971134,171964011,171971157	1	16.0345	42.3124	4516	-
MGP_C57BL6NJ_G0016472	Icos	1	63447502,63447502	12	5.34337	9.40703	97651.1	-
MGP_C57BL6NJ_G0016476	Ndufs1	1	65717274,65752960,65721907,65721575,65752870,65752801,65727155,65752807,65752805,65752828,65752804,65752931,65752971	6	11.8561	30.1551	195999	-
MGP_C57BL6NJ_G0017341	Atf3	1	204528129,204563744,204527897	1	15.6601	0.450375	981233	-
MGP_C57BL6NJ_G0017308	Hlx	1	197535723,197533879	5	12.9519	0.451076	315957	-
MGP_C57BL6NJ_G0016733	Sned1	1	98459078,98459088,98501696,98508500,98514105,98526177	5	5.91397	16.8232	37307.7	-
MGP_C57BL6NJ_G0016617	Pid1	1	88600320,88655442,88350670,88600098,88683010,88659464,88600286,88600298	10	4.83434	16.0306	75511.2	-
MGP_C57BL6NJ_G0002852	Gm15851	1	142563500	9	4.03308	24.9011	16582.3	-
MGP_C57BL6NJ_G0016480	Adam23	1	66058416,66058420,66058435,66058460,66058736,66058736,66086649,66110150,66161460,66182143,66207114,66213345	12	10.6727	3.02628	368718	-
MGP_C57BL6NJ_G0017126	Ddr2	1	181627057,181599238,181626997,181627225,181627258	3	6.88406	26.3522	25937.9	-
MGP_C57BL6NJ_G0017027	Soat1	1	166953758,166944041,166906226,166906672,166953667,166953723,166953624,166953691	3	7.48355	28.1358	23891.2	-
MGP_C57BL6NJ_G0017148	Tomm40l	1	182886909,182886843,182886579,182886846,182886855,182886839,182886827,182886891	6	5.63018	31.3089	17881.9	-
MGP_C57BL6NJ_G0002926	Gm26574	1	203049922	4	13.0915	0.451076	483622	-
MGP_C57BL6NJ_G0016783	Serpinb8	1	114009305,114009305,114009345,114024452	6	6.21162	20.232	45329	-
MGP_C57BL6NJ_G0016251	Jph1	1	15191145,15290298	4	7.49301	14.8023	102637	-
MGP_C57BL6NJ_G0016963	Kcnt2	1	149448746,149448783,149448795,149658494,149658659,149735399	5	12.686	9.72242	294824	-
MGP_C57BL6NJ_G0016246	Stau2	1	14636847,14636769,14636769,14636847,14637603,14636752,14470349,14636781,14636794,14586509,14636811,14637571,14636801,14637512,14637511	2	4.77308	22.541	426952	-
MGP_C57BL6NJ_G0016939	Cacna1s	1	144878624,144878658,144878775,144899400,144934499,144946381	9	5.17789	9.4353	103230	-
MGP_C57BL6NJ_G0016770	Bcl2	1	113035252,113034157	8	5.16139	25.1462	21143.6	-
MGP_C57BL6NJ_G0017329	Ptpn14	1	202930294,202930301,202995206,202995242,203058301,203077636	4	13.0915	0.451076	457576	-
MGP_C57BL6NJ_G0016912	Klhl12	1	143149328,143149328,143149328,143149352,143163796,143170167	4	10.2691	14.4742	151000	-
MGP_C57BL6NJ_G0017103	Dusp27	1	177398962,177398936	4	3.68832	44.9979	2872.75	-
MGP_C57BL6NJ_G0016551	Cyp27a1	1	78254528,78277350,78278808	8	6.7958	17.1439	33701.3	-
MGP_C57BL6NJ_G0016927	Shisa4	1	144165232,144163445,144165072	8	5.7476	22.8749	55436.2	-
MGP_C57BL6NJ_G0016402	Hibch	1	54570453,54570502,54570568,54577274,54594634,54630179	2	9.53471	40.1152	15047.1	-
MGP_C57BL6NJ_G0017180	Pex19	1	183884742,183884743,183884749,183884760,183884760,183891932	3	9.19121	39.1131	9304	-
MGP_C57BL6NJ_G0016973	Rgs18	1	154180022	7	11.3721	5.90459	391211	-
MGP_C57BL6NJ_G0016711	Ndufa10	1	97616816,97616713,97603726,97605998,97613871,97614060,97616703,97616723	3	8.00385	17.7038	42663	-
MGP_C57BL6NJ_G0017156	Ufc1	1	182968643,182963811,182968560,182968606,182968559	3	9.42377	49.7956	6410.13	-
MGP_C57BL6NJ_G0016230	Sulf1	1	10518255,10545765,10546770,10555417,10618018,10618110,10671366,10679927	10	6.72951	14.04	165110	-
MGP_C57BL6NJ_G0017101	Cd247	1	177041933,177041933,177041933,177041941,177041975,177042017,177042017,177120033,177126474	12	4.83362	11.7395	59663.6	-
MGP_C57BL6NJ_G0016335	Mrpl30	1	38124345,38124400,38124401,38124411,38126801,38127803,38133233	3	9.93294	31.4386	16706	-
MGP_C57BL6NJ_G0016900	Fmod	1	142699211,142699453	7	4.71617	18.7451	23446	-
MGP_C57BL6NJ_G0016598	Mrpl44	1	83684949,83685047	4	11.51	21.3611	17119	-
MGP_C57BL6NJ_G0016821	Lypd1	1	133896681,133895854,133897395,133895371,133897568	4	4.31498	27.4739	116181	-
MGP_C57BL6NJ_G0016370	Fhl2	1	43868548	6	4.46832	22.2636	21577.7	-
MGP_C57BL6NJ_G0016724	Dusp28	1	98108170	4	6.79341	53.8903	8975.5	-
MGP_C57BL6NJ_G0016981	Hmcn1	1	161072402,161072402,160619009,160598641,160616412,161072786	5	8.91589	19.542	242388	-
MGP_C57BL6NJ_G0017144	Sdhc	1	182810856,182810844,182810841	5	9.76865	22.4356	50760.2	-
MGP_C57BL6NJ_G0016873	Klhdc8a	1	140815474	9	5.59173	15.4999	143044	-
MGP_C57BL6NJ_G0016219	Vcpip1	1	7331301	9	22.5163	0.402891	829060	-
MGP_C57BL6NJ_G0017324	Esrrg	1	200643922,200644160,200644827,201064804,201064845	6	14.216	0.431772	730821	-
MGP_C57BL6NJ_G0017238	Fh1	1	187722344,187700040,187702402,187705468,187722282	4	8.1007	14.563	49923.6	-
MGP_C57BL6NJ_G0017134	Olfml2b	1	182201516	6	6.61249	31.7125	101586	-
MGP_C57BL6NJ_G0005132	Gm16548	1	175270605	8	8.53253	10.2652	324030	-
MGP_C57BL6NJ_G0017069	Fmo2	1	173905276,173891768,173905229,173884703,173905048,173905290,173905284	9	4.51839	20.906	23932	-
MGP_C57BL6NJ_G0016451	Stradb	1	61241553,61241553,61241553,61241553,61241553,61241553,61259885	6	5.21161	20.6435	19017.9	-
MGP_C57BL6NJ_G0017294	Trp53bp2	1	195138347,195172252,195174919	4	7.03013	28.8851	20695.2	-
MGP_C57BL6NJ_G0016947	Zfp281	1	145482829,145482829	2	6.8566	46.0621	229	-
MGP_C57BL6NJ_G0016925	Timm17a	1	144093322,144099365,144094823	3	8.3261	18.1929	22832.4	-
MGP_C57BL6NJ_G0016397	Gls	1	53930642,53929715,53873746,53849860,53850030,53873747,53930651,53891741,53907445,53873746,53888631,53910830,53891633,53910830,53909769,53911179,53930230	4	6.93549	14.9607	38598.9	-
MGP_C57BL6NJ_G0016489	Fzd5	1	67429407,67429405	3	6.21718	43.6664	6006.67	-
MGP_C57BL6NJ_G0016725	Rnpepl1	1	98111972,98112014,98112042,98112310,98112398,98117038,98117985,98117999,98118206,98118341,98118610,98120808	12	5.23317	22.4654	93953.1	-
MGP_C57BL6NJ_G0016311	Arid5a	1	36408469,36408490,36408490,36408490,36408490,36408490,36408490,36408490,36408490,36408494,36408515,36408569,36417807,36418842	3	6.42252	48.098	8013.93	-
MGP_C57BL6NJ_G0016366	Mrps9	1	43541663,43541665,43541665,43541674,43552900,43580732,43596052	3	7.95517	27.6472	21322.5	-
MGP_C57BL6NJ_G0016753	Fam174a	1	100827565,100827570	1	12.713	54.3606	0	-
MGP_C57BL6NJ_G0017116	Mgst3	1	178750255	5	9.22848	23.158	26307.4	-
MGP_C57BL6NJ_G0016421	Hspd1	1	57072249,57072452,57072671,57072671	3	9.52425	22.9674	29430.7	-
MGP_C57BL6NJ_G0016934	Tnnt2	1	144650228,144650260,144650264,144650264,144650276,144650284,144650287,144654567,144654725,144654743,144654743,144654743,144654743,144654743,144663298	10	3.50682	22.4142	30464	-
MGP_C57BL6NJ_G0027056	Pygb	2	159773237,159775526,159801975,159812012,159816793	10	4.39982	21.4059	25565.1	-
MGP_C57BL6NJ_G0026634	Cd59b	2	109629919,109631024,109631080	4	4.81565	7.88853	57483	-
MGP_C57BL6NJ_G0025727	Fam107b	2	603837,706392,707186,715807,715827,715827,774806,778044	8	11.4318	0.455159	342577	-
MGP_C57BL6NJ_G0027182	Nfs1	2	165736311,165732058,165736278,165736305	4	12.5262	27.1047	20719.1	-
MGP_C57BL6NJ_G0025866	Ptgds	2	24104925,24104721,24104628,24104262,24104036	4	6.15454	37.1966	14273	-
MGP_C57BL6NJ_G0015862	9830144P21Rik	2	136758020,136762139	7	14.3397	6.8885	171103	-
MGP_C57BL6NJ_G0026015	Plpp7	2	31459259,31459296,31459886	4	5.12277	51.2133	8713	-
MGP_C57BL6NJ_G0026181	Itgb6	2	62059724,62109700,62109700,62059739,62059706,62059767,62059716,62092705,62092682	11	4.96545	18.0432	32963.3	-
MGP_C57BL6NJ_G0027432	Eef1a2	2	193152115	1	15.0339	0.455159	785257	-
MGP_C57BL6NJ_G0025908	Egfl7	2	25337417,25338459,25341267,25341283,25341308,25347072,25347103,25347114,25347131,25348985,25349777,25350962,25351407,25351471,25351876,25351877,25351888,25352465,25352589	9	3.50172	46.0705	11423.2	-
MGP_C57BL6NJ_G0025877	Tmem141	2	24272446,24272426,24272404,24272221,24272412,24272409,24272348	4	5.15219	32.9011	8398.21	-
MGP_C57BL6NJ_G0026928	Mrps26	2	138168631,138168631	3	7.84804	21.4571	32609.3	-
MGP_C57BL6NJ_G0027108	Pdrg1	2	162196452,162196452,162193515,162196391,162196371,162196387,162196402,162196367	2	7.37994	37.4645	9256.25	-
MGP_C57BL6NJ_G0026789	Zfp106	2	127431407,127456476,127404008,127411689,127415762,127456472,127419658,127423201,127456501,127447957,127456492	9	6.17021	21.4598	38403.6	-
MGP_C57BL6NJ_G0026946	Cenpb	2	138829345	8	7.73408	18.621	57170.1	-
MGP_C57BL6NJ_G0026261	Atp5g3	2	76428699,76428698,76428655,76427832,76428664	3	12.5401	31.7424	24774.5	-
MGP_C57BL6NJ_G0026621	Pdhx	2	108575848,108575670,108575797	1	11.964	39.0655	0	-
MGP_C57BL6NJ_G0026722	Actc1	2	120384131,120384792	4	3.49605	67.8293	1755.12	-
MGP_C57BL6NJ_G0026972	Bmp2	2	141374428	2	4.0062	46.9906	763.5	-
MGP_C57BL6NJ_G0026986	Ism1	2	147886166,147886166	4	9.80275	31.4141	152467	-
MGP_C57BL6NJ_G0003612	E030013I19Rik	2	9997136,9997509	7	5.77639	23.8671	13379.4	-
MGP_C57BL6NJ_G0026135	Zeb2	2	45507531,45500962,45496886,45501256,45500979,45496659,45500867,45496823,45497543,45407035,45496615,45439493,45497525,45497445,45501245,45501066,45501222,45496998,45501261,45497125,45497104,45501225,45496858,45501193,45496447,45496855,45500978,45501504	8	4.39391	25.8738	21706.8	-
MGP_C57BL6NJ_G0025736	Ccdc3	2	2262600	3	17.9277	0.422935	571257	-
MGP_C57BL6NJ_G0026930	Avp	2	138189310	6	7.77459	13.7031	58390.7	-
MGP_C57BL6NJ_G0025774	Hacd1	2	11877234,11877349,11877081	3	10.2054	26.0624	183744	-
MGP_C57BL6NJ_G0027375	Rbm38	2	184417928,184417942,184418069,184418140,184418467,184419079	6	13.3569	0.443838	683991	-
MGP_C57BL6NJ_G0026990	Ndufaf5	2	148421996,148422060,148422377	2	15.6678	32.0227	30887.3	-
MGP_C57BL6NJ_G0027157	Trp53inp2	2	164890197,164890952,164890978,164890998,164891340	5	7.86304	63.7548	9625.8	-
MGP_C57BL6NJ_G0026276	Nfe2l2	2	78338538,78338386	7	6.02928	33.283	26524.9	-
MGP_C57BL6NJ_G0026330	Timm10	2	88174418,88174805	5	6.01103	76.5759	8028.2	-
MGP_C57BL6NJ_G0025999	Usp20	2	30226127,30226182,30226211,30226245,30226277,30243608,30243709,30243995,30244001,30246453,30250927,30268185	6	6.4825	38.3705	20061.9	-
MGP_C57BL6NJ_G0027391	Tubb1	2	186002754	10	12.7052	0.455159	441647	-
MGP_C57BL6NJ_G0003799	0610039K10Rik	2	173932647,173932647	4	9.10575	48.5311	5030	-
MGP_C57BL6NJ_G0026732	Thbs1	2	124765217,124776281	8	10.0389	9.64455	94354.6	-
MGP_C57BL6NJ_G0027082	Sox12	2	161520034,161520017	6	5.95487	41.6253	6984.58	-
MGP_C57BL6NJ_G0026167	Acvr1	2	59815157,59827346,59866275,59837579	9	10.2928	14.4562	62149.6	-
MGP_C57BL6NJ_G0027350	Nfatc2	2	179519398,179519293,179479784,179530673,179530698,179519224,179519364,179519398	13	3.892	28.1992	24256.2	-
MGP_C57BL6NJ_G0026032	St6galnac6	2	32017689,32017706,32024990,32025004,32026035,32026049,32026428,32026681,32026977,32027007,32027266	9	4.34667	32.7063	21889.9	-
MGP_C57BL6NJ_G0015839	4631405J19Rik	2	97728599,97728599,97729991,97729992,97731087	6	5.39791	51.3095	196372	-
MGP_C57BL6NJ_G0025900	Dnlz	2	25084110,25084120	8	4.23737	41.1416	10969.2	-
MGP_C57BL6NJ_G0026207	Xirp2	2	69316098,69316098	3	11.9531	29.2327	21461.3	-
MGP_C57BL6NJ_G0026172	Pkp4	2	60442068,60442068,60443445,60443445,60443445,60443445,60444264,60444264,60483083,60496976,60512042,60553824,60610315,60629687	6	5.18129	15.745	58362.2	-
MGP_C57BL6NJ_G0026033	Ak1	2	32041171,32044850,32044851,32047805,32048919,32048936	9	3.77788	45.8276	12620.9	-
MGP_C57BL6NJ_G0027171	Uqcc1	2	165497029,165497029,165497012,165497005,165497279,165496987,165417706,165497013,165497279,165497001,165497232,165497012,165497019,165497025,165497029,165478665,165497245,165497015,165497019	3	9.94553	25.3479	40054.9	-
MGP_C57BL6NJ_G0027168	BC029722	2	165376222	3	7.6931	44.8002	8114.33	-
MGP_C57BL6NJ_G0025833	Mrpl41	2	23547383,23547274	3	9.87246	31.757	13404.7	-
MGP_C57BL6NJ_G0025748	Gata3	2	7410513,7405684,7407411,7421945	6	8.38417	16.0247	264311	-
MGP_C57BL6NJ_G0026160	Nr4a2	2	58357870,58368669,58358140,58357475	6	9.45351	31.9766	57127	-
MGP_C57BL6NJ_G0026769	Ndufaf1	2	126470129,126470103,126470118	3	11.354	26.5	20204.3	-
MGP_C57BL6NJ_G0027021	Kiz	2	155511555,155511600,155619203	5	13.0428	22.6543	65680.5	-
MGP_C57BL6NJ_G0026220	Klhl41	2	71765833	3	6.69476	35.318	23151.3	-
MGP_C57BL6NJ_G0026586	Pex16	2	97020622,97021252,97021439,97021505	7	7.64039	15.7451	392886	-
MGP_C57BL6NJ_G0026027	Fam102a	2	31948786,31948787,31948813,31949187,31953644	5	4.41515	47.184	11686.9	-
MGP_C57BL6NJ_G0025737	Camk1d	2	2913003,2874994,2875348,2912991	5	12.9862	0.455159	551868	-
MGP_C57BL6NJ_G0026981	Mkks	2	144900229,144900236,144900001	5	5.63363	18.0782	54537.7	-
MGP_C57BL6NJ_G0027338	Snai1	2	178331128	9	5.56048	32.2177	71318.8	-
MGP_C57BL6NJ_G0026127	Arpc5l	2	38861396,38864124,38864189,38864205,38866066	6	6.8434	36.6322	19428.9	-
MGP_C57BL6NJ_G0026076	Ndufa8	2	35714202	4	7.08076	30.7431	26405.8	-
MGP_C57BL6NJ_G0027334	B4galt5	2	178112303,178064064,178072221,178072266	9	5.05323	31.4496	68462.8	-
MGP_C57BL6NJ_G0027251	Pkig	2	173943700,173943700,173943713,173943729,173943772,173943791,173943794,173946813,173985533	10	6.6868	23.9038	21828	-
MGP_C57BL6NJ_G0026807	Map1a	2	128246377,128246547,128252228,128252237	7	7.11877	36.1189	16898.7	-
MGP_C57BL6NJ_G0026625	Cat	2	109007829,109007794	1	11.5138	48.8098	0	-
MGP_C57BL6NJ_G0025752	Atp5c1	2	7623447,7623502,7623464,7622879,7623196,7623075	2	9.71356	24.2875	32281.8	-
MGP_C57BL6NJ_G0025765	Itga8	2	9998112,9998082,9823119,9878492,9931523,9998112,9997778	9	7.03595	13.9471	68453.4	-
MGP_C57BL6NJ_G0026194	Grb14	2	66587616,66589912,66714672,66589837,66606829,66661755,66661732,66717982	4	5.30006	8.84414	113891	-
MGP_C57BL6NJ_G0015804	D330023K18Rik	2	30415753,30415753	6	4.92918	41.3525	14921	-
MGP_C57BL6NJ_G0026568	Pacsin3	2	95835660,95835821,95835850,95835868,95836519,95836519,95836519,95836544,95837035,95837041,95838912,95839535,95840511,95842601,95842794	7	4.897	34.82	10907.3	-
MGP_C57BL6NJ_G0027323	Sulf2	2	176772738,176773507,176685989,176688090,176772708,176772325	5	3.58053	49.5858	1.02468e+06	-
MGP_C57BL6NJ_G0026078	Lhx6	2	35768623,35769834,35769971,35768623,35769971,35758836,35769454,35768155,35769818	10	9.6155	20.4045	71417.2	-
MGP_C57BL6NJ_G0006133	Gm29233	2	124777388	7	5.88167	11.1991	81802	-
MGP_C57BL6NJ_G0026556	Ndufs3	2	95438935,95452157,95451972,95452032	6	5.00999	26.9327	13656.5	-
MGP_C57BL6NJ_G0027071	Angpt4	2	160979432	4	4.3379	41.2544	8199.5	-
MGP_C57BL6NJ_G0026739	Pak6	2	125368524,125368983,125369285,125382411,125382445	7	4.3081	42.328	20956.2	-
MGP_C57BL6NJ_G0026024	Ptges2	2	31794693,31795237,31796277	2	8.66908	53.337	4948.33	-
MGP_C57BL6NJ_G0027155	Map1lc3a	2	164777241,164777487,164777833	4	4.8477	41.8382	6616.25	-
MGP_C57BL6NJ_G0003727	C130080G10Rik	2	120385579,120385640,120386491,120387532,120387557	5	3.36171	53.2436	10829.8	-
MGP_C57BL6NJ_G0027252	Ada	2	174041389,174022016	8	7.27976	22.1414	42920.4	-
MGP_C57BL6NJ_G0026919	Idh3b	2	137874709,137870707,137874596,137874577	2	10.5982	44.8945	4713.38	-
MGP_C57BL6NJ_G0026290	Ccdc141	2	79881064,79882966,79718672,79721451,79729405,79744074,79744724,79881065,79881039,79881029,79881005	8	3.91433	22.2993	76958.9	-
MGP_C57BL6NJ_G0027102	Bcl2l1	2	161980067,161979005,161976877,161978980,161978652,161979451,161978991,161978957,161980049	4	9.58866	28.466	13762.1	-
MGP_C57BL6NJ_G0026300	Pde1a	2	83086553,83086448,82901468,83086553,83087072,82845160,82845160,82867799,82983331,83087072	9	7.41821	6.8663	118255	-
MGP_C57BL6NJ_G0027274	Sdc4	2	174800575,174801276	6	4.87519	37.6088	328141	-
MGP_C57BL6NJ_G0026143	Mmadhc	2	51007297,51007319,51007289,51007283,51007025,50998718,51007278,51007403	2	15.5831	22.9889	28477.8	-
MGP_C57BL6NJ_G0026148	Tnfaip6	2	52856976	5	8.4327	21.3905	48080	-
MGP_C57BL6NJ_G0025811	Abi1	2	21378051,21378005,21378051,21377932,21377997,21377947,21377914,21377995,21378040,21377950,21378029,21284370,21287418,21297967,21299726	4	7.77723	27.6241	32675.4	-
MGP_C57BL6NJ_G0026848	Dut	2	132528579,132528871,132529289	9	5.72058	18.6233	113060	-
MGP_C57BL6NJ_G0027053	Acss1	2	159653367,159621531,159621529,159653609,159653323	7	4.47967	25.063	20499.7	-
MGP_C57BL6NJ_G0026213	Nostrin	2	71150880,71203064	7	6.41347	20.7128	34498	-
MGP_C57BL6NJ_G0025987	Crat	2	29581791,29572709,29581833,29571318,29581544,29570991,29581328,29581568,29580359,29581538,29581353,29581620,29581427	7	5.91617	36.0617	57493.3	-
MGP_C57BL6NJ_G0027243	Jph2	2	173667326,173667370	7	5.12315	28.8914	223285	-
MGP_C57BL6NJ_G0026056	Mapkap1	2	33950232,33950330,33950333,33950339,33950341,33982717,33988570,34179666	1	12.7694	38.254	37355.1	-
MGP_C57BL6NJ_G0015853	Gm14207	2	126094965,126095616,126094986	12	4.64053	25.6613	16300.4	-
MGP_C57BL6NJ_G0026025	Slc25a25	2	31862820,31841780,31862843,31841413,31834661,31827227,31831106,31828486,31841766,31832636,31841765,31841830	8	6.53066	34.8204	21372.1	-
MGP_C57BL6NJ_G0025732	Phyh	2	2014888,2014949,2036945	3	17.9277	0.44917	556933	-
MGP_C57BL6NJ_G0026289	Ttn	2	79680501,79680501,79680593,79678229,79678229,79630443,79584063,79561318,79561318,79561318,79561318,79561318,79519372,79515429,79516236,79529758,79531840,79540112,79564749,79583645,79680501,79636727,79680593,79680593,79680593	16	3.87461	15.8404	67663.1	-
MGP_C57BL6NJ_G0027239	Ift52	2	173254167,173254304,173254332,173259849	3	11.9067	35.9453	19079.9	-
MGP_C57BL6NJ_G0025758	Pfkfb3	2	9210529,9152219,9152219,9152219,9210374,9148513,9152219,9151818,9152219,9152219,9152208,9152208,9152219,9152219,9152193,9132244,9152135,9151915,9148479,9151414,9150981	10	5.81581	21.7299	30024.8	-
MGP_C57BL6NJ_G0026862	Hdc	2	133973234,133952758,133973217,133962124,133973855	6	4.34365	50.1738	11808.6	-
MGP_C57BL6NJ_G0027246	Fitm2	2	173751705	7	5.25962	31.0097	15921.7	-
MGP_C57BL6NJ_G0026830	Sord	2	129289554	3	10.3159	30.1391	45334.7	-
MGP_C57BL6NJ_G0026246	Pdk1	2	74210602,74210698,74210704,74210724,74210929,74211121,74212457,74226415	4	5.42718	24.4822	29753.8	-
MGP_C57BL6NJ_G0003623	Gm13362	2	19036659	7	10.4272	7.48524	328313	-
MGP_C57BL6NJ_G0025893	Ubac1	2	24704307,24718132,24705608,24712697,24717917,24707338,24713863,24717951,24717987	4	6.79336	27.4868	18603.2	-
MGP_C57BL6NJ_G0028351	Unc5c	3	149676259,149676617,149676642,149676642,149676642,149676642,149676714,150009063	8	8.63356	10.2434	413167	-
MGP_C57BL6NJ_G0003889	Gm15417	3	92989557,92989677,92991899,92993600	4	9.08075	22.2627	16239.3	-
MGP_C57BL6NJ_G0028308	Npnt	3	140492214,140491966,140492083,140491966,140491966,140447944	4	15.0535	3.90676	363426	-
MGP_C57BL6NJ_G0028223	Vcam1	3	122342290,122333349,122342059,122341539	9	5.11047	20.333	45015.4	-
MGP_C57BL6NJ_G0027966	Rorc	3	98536689,98541329,98541357,98541413	6	10.8697	0.432123	637810	-
MGP_C57BL6NJ_G0028235	Frrs1	3	123144927,123145030,123165793,123181550,123182330,123187450	9	5.01387	14.3592	75837.4	-
MGP_C57BL6NJ_G0028420	Tnni3k	3	164268488,164268488,164268431	14	12.9347	0.420567	652235	-
MGP_C57BL6NJ_G0028103	Csde1	3	108127613,108127628,108127634,108127641,108127685,108135614,108135707,108136777,108147378,108147637,108147666,108150831,108151180,108158909,108164962	3	11.6734	19.8278	25806.2	-
MGP_C57BL6NJ_G0027538	Mecom	3	28974397,28974746,29105131,29209308,28972314,28957445,28957484,29499679,29499987,29541089,28974302,28974445,28972680,29499898,29209106,29499652,29209465	11	5.08274	13.0127	256377	-
MGP_C57BL6NJ_G0027614	Ndufc1	3	51887544,51886037,51887222,51887520	5	8.97853	29.4959	26113.3	-
