#chr	start	end	Ensembl ID	Gene Name	PeakID	signalValue	Contact	adaptedActivity	scaledContact	intergenicScore	TSS-dist	ABC-Score
1	167650426	167650705	MGP_CASTEiJ_G0004878	Gm16548	1:167650426-167650705	4.6698599	8.3887737	0.080971819	70.136692	0.080971819	228038	0.11517323
1	168064560	168065221	MGP_CASTEiJ_G0004878	Gm16548	1:168064560-168065221	11.81159	3.1504991	0.09982362	26.34063	0.09982362	642172	0.053325122
1	36083219	36084220	MGP_CASTEiJ_G0015296	Mrpl30	1:36083219-36084220	11.97711	15.154296	0.15992791	20.824686	0.15992791	27814.286	0.041279278
1	36090724	36091704	MGP_CASTEiJ_G0015296	Mrpl30	1:36090724-36091704	6.1079302	17.854988	0.11494763	24.535916	0.11494763	20330.286	0.034865991
1	36109802	36110485	MGP_CASTEiJ_G0015296	Mrpl30	1:36109802-36110485	10.94241	72.770824	0.63287709	100	0.63287709	1689.1429	0.78236895
1	36120433	36120628	MGP_CASTEiJ_G0015296	Mrpl30	1:36120433-36120628	3.0722799	34.891082	0.11742744	47.946526	0.11742744	8399.7143	0.072291203
1	174758511	174759293	MGP_CASTEiJ_G0016094	Ndufs2	1:174758511-174759293	10.79893	14.578391	0.08335334	31.913141	0.08335334	22457.125	0.03340237
1	174769056	174769455	MGP_CASTEiJ_G0016094	Ndufs2	1:174769056-174769455	2.61601	28.15223	0.044271847	61.627245	0.044271847	12295.125	0.05129955
1	174776264	174776447	MGP_CASTEiJ_G0016094	Ndufs2	1:174776264-174776447	3.5976901	45.681467	0.099401057	100	0.099401057	7170.125	0.13050324
1	174783847	174785255	MGP_CASTEiJ_G0016094	Ndufs2	1:174783847-174785255	10.48815	42.269755	0.27988873	92.531518	0.27988873	4931.375	0.34550957
1	174789110	174789635	MGP_CASTEiJ_G0016094	Ndufs2	1:174789110-174789635	2.1675999	36.896614	0.056769914	80.769328	0.056769914	7678.625	0.072095604
1	174790409	174790985	MGP_CASTEiJ_G0016094	Ndufs2	1:174790409-174790985	2.4356999	32.443624	0.052475129	71.021415	0.052475129	8659.875	0.060948545
1	174795180	174796111	MGP_CASTEiJ_G0016094	Ndufs2	1:174795180-174796111	3.1875701	22.4666	0.046627052	49.180996	0.046627052	13430.875	0.043362746
1	174801482	174801827	MGP_CASTEiJ_G0016094	Ndufs2	1:174801482-174801827	2.3917301	19.499071	0.035864254	42.68486	0.035864254	19732.875	0.021175971
1	174804278	174805015	MGP_CASTEiJ_G0016094	Ndufs2	1:174804278-174805015	5.8004999	19.499071	0.086979131	42.68486	0.086979131	22528.875	0.05135664
1	142476685	142477847	MGP_CASTEiJ_G0015906	Kcnt2	1:142476685-142477847	4.6698599	26.237649	0.50992061	100	0.50992061	122436.83	0.57908578
1	142558810	142559061	MGP_CASTEiJ_G0015906	Kcnt2	1:142558810-142559061	3.9325099	6.4673234	0.26300855	24.64902	0.26300855	122544.5	0.055275633
1	142731842	142732047	MGP_CASTEiJ_G0015906	Kcnt2	1:142731842-142732047	2.8264899	3.9940954	0.14906458	15.222764	0.14906458	144953.83	0.022405881
1	142822569	142822959	MGP_CASTEiJ_G0015906	Kcnt2	1:142822569-142822959	4.5469699	2.9499377	0.21361193	11.243148	0.21361193	222518.83	0.022827683
1	143378164	143378672	MGP_CASTEiJ_G0015906	Kcnt2	1:143378164-143378672	15.60716	1.921348	0.46912092	7.3228665	0.46912092	778113.83	0.029194514
1	133731599	133733015	MGP_CASTEiJ_G0015818	Klhdc8a	1:133731599-133733015	4.6701002	58.51308	0.35329436	100	0.35329436	0	0.44310107
1	133739388	133739628	MGP_CASTEiJ_G0015818	Klhdc8a	1:133739388-133739628	2.1621201	56.166717	0.14733319	95.99002	0.14733319	7602	0.17737515
1	133744253	133744456	MGP_CASTEiJ_G0015818	Klhdc8a	1:133744253-133744456	2.68417	24.330314	0.075696329	41.580984	0.075696329	12467	0.039476231
1	133749034	133749751	MGP_CASTEiJ_G0015818	Klhdc8a	1:133749034-133749751	7.0637002	19.019687	0.15599133	32.505018	0.15599133	17248	0.063594121
1	133781436	133782816	MGP_CASTEiJ_G0015818	Klhdc8a	1:133781436-133782816	4.43436	14.768143	0.096450945	25.239046	0.096450945	49650	0.030531316
1	133857408	133858381	MGP_CASTEiJ_G0015818	Klhdc8a	1:133857408-133858381	13.09967	9.6658571	0.15604193	16.519139	0.15604193	125622	0.032329189
1	135282043	135282217	MGP_CASTEiJ_G0015842	Atp2b4	1:135282043-135282217	3.2830701	21.095985	0.097687206	58.78777	0.097687206	28988	0.042472771
1	135282381	135282708	MGP_CASTEiJ_G0015842	Atp2b4	1:135282381-135282708	2.5005901	21.095985	0.074404643	58.78777	0.074404643	28615.429	0.0323499
1	135284802	135285580	MGP_CASTEiJ_G0015842	Atp2b4	1:135284802-135285580	3.4341099	35.884988	0.18152833	100	0.18152833	26499.571	0.16314073
1	135309503	135309689	MGP_CASTEiJ_G0015842	Atp2b4	1:135309503-135309689	2.53619	27.935391	0.1048352	77.84701	0.1048352	25333.143	0.069556319
1	135309904	135310107	MGP_CASTEiJ_G0015842	Atp2b4	1:135309904-135310107	2.5857401	20.957006	0.090297399	58.400482	0.090297399	25500.143	0.037802283
1	135319886	135320199	MGP_CASTEiJ_G0015842	Atp2b4	1:135319886-135320199	2.7035999	17.029602	0.066969351	47.456061	0.066969351	29746.714	0.022230838
1	135330071	135330352	MGP_CASTEiJ_G0015842	Atp2b4	1:135330071-135330352	2.4578199	21.31594	0.080025062	59.400717	0.080025062	34120.857	0.057242488
1	135340528	135341021	MGP_CASTEiJ_G0015842	Atp2b4	1:135340528-135341021	2.7834799	25.009837	0.0963829	69.694426	0.0963829	38541.857	0.092731001
1	135342155	135342386	MGP_CASTEiJ_G0015842	Atp2b4	1:135342155-135342386	2.91887	25.009837	0.10107102	69.694426	0.10107102	39314	0.09724149
1	135343023	135343813	MGP_CASTEiJ_G0015842	Atp2b4	1:135343023-135343813	7.2051802	25.009837	0.24949207	69.694426	0.24949207	39657	0.24003894
1	62300621	62301792	MGP_CASTEiJ_G0015438	Ndufs1	1:62300621-62301792	11.19111	55.910763	0.29510903	99.807452	0.29510903	9228.8462	0.41388031
1	62306145	62306363	MGP_CASTEiJ_G0015438	Ndufs1	1:62306145-62306363	5.8467202	56.018625	0.15576227	100	0.15576227	14459.231	0.21815018
1	62307299	62307573	MGP_CASTEiJ_G0015438	Ndufs1	1:62307299-62307573	4.9762402	56.018625	0.13257184	100	0.13257184	15613.231	0.18567123
1	62307941	62308137	MGP_CASTEiJ_G0015438	Ndufs1	1:62307941-62308137	2.4209099	56.018625	0.064495376	100	0.064495376	16255.231	0.090327896
1	13833660	13833952	MGP_CASTEiJ_G0015207	Stau2	1:13833660-13833952	5.8987699	4.0506687	0.14106834	9.0428046	0.14106834	126151.6	0.10451773
1	13970330	13971759	MGP_CASTEiJ_G0015207	Stau2	1:13970330-13971759	4.7525702	44.794385	0.25099656	100	0.25099656	12256.733	0.44332164
1	13975735	13975937	MGP_CASTEiJ_G0015207	Stau2	1:13975735-13975937	2.5208099	41.821412	0.12516058	93.363067	0.12516058	16856.867	0.20537985
1	14763336	14763561	MGP_CASTEiJ_G0015207	Stau2	1:14763336-14763561	30.21888	1.4863701	0.36323112	3.3182063	0.36323112	804457.87	0.025273519
1	135442397	135442751	MGP_CASTEiJ_G0002640	Gm15851	1:135442397-135442751	2.47488	23.410181	0.098635958	54.269346	0.098635958	15832	0.041312283
1	135443150	135444407	MGP_CASTEiJ_G0002640	Gm15851	1:135443150-135444407	4.6182399	23.410181	0.18405923	54.269346	0.18405923	14176	0.077090621
1	135448337	135448634	MGP_CASTEiJ_G0002640	Gm15851	1:135448337-135448634	3.5341699	33.115143	0.16362472	76.767333	0.16362472	9949	0.096942611
1	135449595	135449765	MGP_CASTEiJ_G0002640	Gm15851	1:135449595-135449765	2.2083099	33.115143	0.10224016	76.767333	0.10224016	8818	0.060574147
1	135461920	135462263	MGP_CASTEiJ_G0002640	Gm15851	1:135461920-135462263	3.4769399	43.137024	0.18601812	100	0.18601812	3338	0.14356368
1	135464731	135465012	MGP_CASTEiJ_G0002640	Gm15851	1:135464731-135465012	2.19156	43.137024	0.11722184	100	0.11722184	6149	0.090468599
1	135468977	135469734	MGP_CASTEiJ_G0002640	Gm15851	1:135468977-135469734	3.3499	27.760935	0.11921809	64.355239	0.11921809	10395	0.059212772
1	135470989	135471496	MGP_CASTEiJ_G0002640	Gm15851	1:135470989-135471496	3.3037601	23.978945	0.10764946	55.587851	0.10764946	12407	0.046182889
1	135474623	135475022	MGP_CASTEiJ_G0002640	Gm15851	1:135474623-135475022	3.0191801	23.978945	0.098376732	55.587851	0.098376732	16041	0.042204778
1	135487401	135488195	MGP_CASTEiJ_G0002640	Gm15851	1:135487401-135488195	5.52812	18.333355	0.18163548	42.500277	0.18163548	28819	0.059577434
1	135497254	135497523	MGP_CASTEiJ_G0002640	Gm15851	1:135497254-135497523	2.9493799	14.28618	0.080218663	33.118141	0.080218663	38672	0.020503628
1	135519211	135519876	MGP_CASTEiJ_G0002640	Gm15851	1:135519211-135519876	6.4258299	10.998398	0.12798047	25.496422	0.12798047	60629	0.02518328
1	135643386	135644999	MGP_CASTEiJ_G0002640	Gm15851	1:135643386-135644999	6.0454898	12.371816	0.1329753	28.680274	0.1329753	184804	0.029433614
1	135662927	135664344	MGP_CASTEiJ_G0002640	Gm15851	1:135662927-135664344	7.6528602	9.5537488	0.14062585	22.147446	0.14062585	204345	0.024036883
1	92880634	92881756	MGP_CASTEiJ_G0015666	Ndufa10	1:92880634-92881756	6.8118801	11.903728	0.19352714	17.427345	0.19352714	31643.5	0.02992657
1	92896790	92897473	MGP_CASTEiJ_G0015666	Ndufa10	1:92896790-92897473	3.6867299	20.787552	0.15491208	30.433478	0.15491208	15926.5	0.08651744
1	92916642	92917678	MGP_CASTEiJ_G0015666	Ndufa10	1:92916642-92917678	11.33333	68.304885	0.86738534	100	0.86738534	3462.5	0.76902202
1	92932147	92932330	MGP_CASTEiJ_G0015666	Ndufa10	1:92932147-92932330	2.7035999	22.440571	0.10465846	32.853538	0.10465846	18748.5	0.028104911
1	59831419	59832009	MGP_CASTEiJ_G0015433	Icos	1:59831419-59832009	4.0553999	7.0490854	0.063613829	33.104649	0.063613829	180069.5	0.021017857
1	59837028	59837439	MGP_CASTEiJ_G0015433	Icos	1:59837028-59837439	7.1276798	8.1578791	0.14194249	38.311882	0.14194249	174639.5	0.069849557
1	59844153	59844425	MGP_CASTEiJ_G0015433	Icos	1:59844153-59844425	2.5807099	7.4176126	0.059202097	34.835365	0.059202097	167653.5	0.020608978
1	59885823	59886551	MGP_CASTEiJ_G0015433	Icos	1:59885823-59886551	3.2123001	6.68226	0.066114935	31.381926	0.066114935	125527.5	0.021161112
1	59888247	59888810	MGP_CASTEiJ_G0015433	Icos	1:59888247-59888810	4.7685099	6.68226	0.098144542	31.381926	0.098144542	123268.5	0.031412686
1	59893813	59894153	MGP_CASTEiJ_G0015433	Icos	1:59893813-59894153	2.5701699	8.082844	0.061511037	37.959494	0.061511037	117925.5	0.02443216
1	59970730	59970914	MGP_CASTEiJ_G0015433	Icos	1:59970730-59970914	3.3180599	10.707827	0.098332621	50.287212	0.098332621	41164.5	0.049352416
1	59983196	59983391	MGP_CASTEiJ_G0015433	Icos	1:59983196-59983391	2.5807099	9.4488075	0.06670612	44.374474	0.06670612	28687.5	0.030668442
1	59997340	59998608	MGP_CASTEiJ_G0015433	Icos	1:59997340-59998608	8.4147902	21.293339	0.45050692	100	0.45050692	13470.5	0.47999617
1	91859359	91860385	MGP_CASTEiJ_G0015661	Per2	1:91859359-91860385	6.80586	19.78619	0.2176267	43.740896	0.2176267	16721.5	0.079475131
1	91868621	91869275	MGP_CASTEiJ_G0015661	Per2	1:91868621-91869275	5.9264302	45.23499	0.38716112	100	0.38716112	7831.5	0.37549607
1	91880951	91882372	MGP_CASTEiJ_G0015661	Per2	1:91880951-91882372	8.2620497	39.426549	0.46411038	87.159407	0.46411038	4273.5	0.35547931
1	108211504	108211757	MGP_CASTEiJ_G0015734	Serpinb8	1:108211504-108211757	12.78067	8.7972651	0.3857492	20.048562	0.3857492	93497.5	0.060119956
1	108250559	108250748	MGP_CASTEiJ_G0015734	Serpinb8	1:108250559-108250748	5.2843099	6.0402421	0.16662827	13.765433	0.16662827	54506.5	0.022697434
1	108301011	108301690	MGP_CASTEiJ_G0015734	Serpinb8	1:108301011-108301690	5.5300999	43.879782	0.78667364	100	0.78667364	4006.75	0.59724879
1	108500698	108500977	MGP_CASTEiJ_G0015734	Serpinb8	1:108500698-108500977	9.9541702	4.7062721	0.39214017	10.725377	0.39214017	195444.5	0.029231704
1	108511113	108511817	MGP_CASTEiJ_G0015734	Serpinb8	1:108511113-108511817	27.44438	2.2797312	0.55298203	5.1954023	0.55298203	205859.5	0.023596132
1	108791967	108792791	MGP_CASTEiJ_G0015734	Serpinb8	1:108791967-108792791	10.32285	6.0253972	0.50672346	13.731603	0.50672346	486713.5	0.048954645
1	108833561	108833832	MGP_CASTEiJ_G0015734	Serpinb8	1:108833561-108833832	23.221901	3.3293753	0.58198535	7.5874929	0.58198535	528307.5	0.030493378
1	95110754	95112270	MGP_CASTEiJ_G0015703	Fam174a	1:95110754-95112270	13.30928	6.8772419	0.61265832	11.602384	0.61265832	763505.67	0.020276607
1	95168605	95169003	MGP_CASTEiJ_G0015703	Fam174a	1:95168605-95169003	19.171	5.4359682	0.79286248	9.1708551	0.79286248	706772.67	0.020741369
1	95875436	95876648	MGP_CASTEiJ_G0015703	Fam174a	1:95875436-95876648	13.20058	59.274387	2.8429471	100	2.8429471	0	0.81095825
1	166109213	166109887	MGP_CASTEiJ_G0016012	Fmo2	1:166109213-166109887	6.6721201	12.309557	0.13438533	28.010448	0.13438533	31367.429	0.029520602
1	166115800	166116894	MGP_CASTEiJ_G0016012	Fmo2	1:166115800-166116894	5.0385299	15.919467	0.12179326	36.224813	0.12179326	24360.429	0.034399068
1	166123892	166124283	MGP_CASTEiJ_G0016012	Fmo2	1:166123892-166124283	2.8718901	19.687376	0.099752201	44.798705	0.099752201	16971.429	0.043840679
1	166125349	166125957	MGP_CASTEiJ_G0016012	Fmo2	1:166125349-166125957	3.7154601	24.303928	0.15833879	55.303687	0.15833879	15297.429	0.082287538
1	166134774	166134978	MGP_CASTEiJ_G0016012	Fmo2	1:166134774-166134978	2.2704999	27.128651	0.10339314	61.731357	0.10339314	9350.4286	0.067425836
1	166138288	166138589	MGP_CASTEiJ_G0016012	Fmo2	1:166138288-166138589	2.9823599	35.422743	0.16260315	80.604597	0.16260315	7775.1429	0.10761668
1	166139234	166139850	MGP_CASTEiJ_G0016012	Fmo2	1:166139234-166139850	3.9256101	35.422743	0.2140307	80.604597	0.2140307	7144.7143	0.14165331
1	166142293	166142501	MGP_CASTEiJ_G0016012	Fmo2	1:166142293-166142501	2.53093	42.553337	0.12263423	96.830291	0.12263423	6125.1429	0.090322744
1	166145277	166146157	MGP_CASTEiJ_G0016012	Fmo2	1:166145277-166146157	5.8987699	43.946306	0.3566668	100	0.3566668	4508.8571	0.30420408
1	194556496	194557178	MGP_CASTEiJ_G0016273	Ptpn14	1:194556496-194557178	17.43079	7.0533894	0.26723495	30.37571	0.26723495	104753.33	0.020720165
1	194598308	194599796	MGP_CASTEiJ_G0016273	Ptpn14	1:194598308-194599796	6.91992	22.625083	0.46812265	97.435846	0.46812265	62332.167	0.21869572
1	194638368	194638883	MGP_CASTEiJ_G0016273	Ptpn14	1:194638368-194638883	2.9388199	14.824272	0.15315644	63.841336	0.15315644	49328.667	0.030321938
1	194655069	194655316	MGP_CASTEiJ_G0016273	Ptpn14	1:194655069-194655316	2.28443	22.10416	0.17139653	95.192469	0.17139653	43940.333	0.071085664
1	194658562	194659259	MGP_CASTEiJ_G0016273	Ptpn14	1:194658562-194659259	3.0684099	22.10416	0.23021707	95.192469	0.23021707	42699	0.095481129
1	194660966	194661152	MGP_CASTEiJ_G0016273	Ptpn14	1:194660966-194661152	2.3020899	23.220492	0.1688437	100	0.1688437	43661.667	0.067604548
1	194668515	194668699	MGP_CASTEiJ_G0016273	Ptpn14	1:194668515-194668699	2.26419	18.832287	0.15704349	81.102014	0.15704349	46178.667	0.045550655
1	194698818	194699179	MGP_CASTEiJ_G0016273	Ptpn14	1:194698818-194699179	3.3180599	13.490536	0.14925017	58.097547	0.14925017	56220.667	0.020841554
1	194723812	194724244	MGP_CASTEiJ_G0016273	Ptpn14	1:194723812-194724244	3.45456	16.085025	0.16591882	69.270818	0.16591882	66104.5	0.052303631
1	194734576	194735058	MGP_CASTEiJ_G0016273	Ptpn14	1:194734576-194735058	2.8007901	19.648805	0.15184925	84.618382	0.15184925	73272.167	0.053916684
1	194740866	194741902	MGP_CASTEiJ_G0016273	Ptpn14	1:194740866-194741902	8.8428202	15.860241	0.41691825	68.302779	0.41691825	78935.667	0.13040492
1	194750898	194751375	MGP_CASTEiJ_G0016273	Ptpn14	1:194750898-194751375	4.9843998	11.001647	0.1585999	47.379043	0.1585999	88967.667	0.020242053
1	167028901	167029639	MGP_CASTEiJ_G0002675	Gm16587	1:167028901-167029639	21.27458	1.8146501	0.10530672	7.8329834	0.10530672	387168	0.025573226
1	167172797	167173630	MGP_CASTEiJ_G0002675	Gm16587	1:167172797-167173630	11.86149	3.5201337	0.084888983	15.194747	0.084888983	243177	0.039989596
1	167389309	167389503	MGP_CASTEiJ_G0002675	Gm16587	1:167389309-167389503	2.4578199	6.9842083	0.042872129	30.147514	0.042872129	27304	0.040070869
1	167409696	167409991	MGP_CASTEiJ_G0002675	Gm16587	1:167409696-167409991	3.1951699	23.16678	0.1492982	100	0.1492982	6816	0.4628676
1	167517264	167518460	MGP_CASTEiJ_G0002675	Gm16587	1:167517264-167518460	9.32409	4.4598901	0.078807914	19.25123	0.078807914	100458	0.047036014
1	167552571	167553150	MGP_CASTEiJ_G0002675	Gm16587	1:167552571-167553150	9.7083902	5.2870438	0.10722119	22.82166	0.10722119	135765	0.075863008
1	167586299	167587186	MGP_CASTEiJ_G0002675	Gm16587	1:167586299-167587186	11.88066	6.4238017	0.077193084	27.728504	0.077193084	169493	0.066360101
1	167650426	167650705	MGP_CASTEiJ_G0002675	Gm16587	1:167650426-167650705	4.6698599	8.7589004	0.084544431	37.808018	0.084544431	233620	0.099099422
1	58610102	58611232	MGP_CASTEiJ_G0015421	Nop58	1:58610102-58611232	7.9016199	17.373102	0.13406558	43.458666	0.13406558	21142.267	0.08835357
1	58625650	58626276	MGP_CASTEiJ_G0015421	Nop58	1:58625650-58626276	11.77515	39.976152	0.41691626	100	0.41691626	6366.9333	0.74718175
1	58661304	58661586	MGP_CASTEiJ_G0015421	Nop58	1:58661304-58661586	2.5807099	13.955885	0.05342231	34.910526	0.05342231	28930.733	0.030195161
1	58683709	58684349	MGP_CASTEiJ_G0015421	Nop58	1:58683709-58684349	2.9493799	9.7941018	0.052591062	24.499861	0.052591062	51335.733	0.02348299
1	174757241	174757555	MGP_CASTEiJ_G0016091	Tomm40l	1:174757241-174757555	3.0169001	54.12289	0.086451908	100	0.086451908	1172.625	0.14444722
1	174758511	174759293	MGP_CASTEiJ_G0016091	Tomm40l	1:174758511-174759293	10.79893	54.12289	0.30945278	100	0.30945278	3.625	0.51704578
1	174769056	174769455	MGP_CASTEiJ_G0016091	Tomm40l	1:174769056-174769455	2.61601	28.901029	0.045449399	53.398902	0.045449399	10329.375	0.040550395
1	174783847	174785255	MGP_CASTEiJ_G0016091	Tomm40l	1:174783847-174785255	10.48815	16.603069	0.10993704	30.676612	0.10993704	25120.375	0.05634898
1	168950516	168951343	MGP_CASTEiJ_G0016044	Cd247	1:168950516-168951343	11.50641	4.725816	0.076009129	11.964369	0.076009129	165075.56	0.024105411
1	169072887	169073674	MGP_CASTEiJ_G0016044	Cd247	1:169072887-169073674	6.9027801	11.771567	0.11863918	29.80213	0.11863918	42744.556	0.093260632
1	169076698	169077215	MGP_CASTEiJ_G0016044	Cd247	1:169076698-169077215	3.22662	12.646701	0.055362006	32.01771	0.055362006	39203.556	0.047764465
1	169081434	169081704	MGP_CASTEiJ_G0016044	Cd247	1:169081434-169081704	3.2509201	12.997253	0.056315623	32.905204	0.056315623	34714.556	0.050653058
1	169085447	169085925	MGP_CASTEiJ_G0016044	Cd247	1:169085447-169085925	2.9449301	17.659001	0.06698693	44.707371	0.06698693	30493.556	0.083336756
1	169092171	169092634	MGP_CASTEiJ_G0016044	Cd247	1:169092171-169092634	2.5807099	39.499081	0.10347637	100	0.10347637	23784.556	0.30427828
1	169129928	169130242	MGP_CASTEiJ_G0016044	Cd247	1:169129928-169130242	2.7035999	8.9507128	0.042856336	22.66056	0.042856336	33140.889	0.025380835
1	182571091	182572330	MGP_CASTEiJ_G0016198	Efcab2	1:182571091-182572330	10.2312	38.238012	1.3004144	100	1.3004144	16324.333	0.52488312
1	182620764	182621944	MGP_CASTEiJ_G0016198	Efcab2	1:182620764-182621944	8.1108103	25.595104	0.88479675	66.936283	0.88479675	32750.667	0.30585137
1	182642682	182643213	MGP_CASTEiJ_G0016198	Efcab2	1:182642682-182643213	6.2674398	15.605631	0.50279173	40.811827	0.50279173	54489.333	0.07949658
1	175741713	175742586	MGP_CASTEiJ_G0016122	Pex19	1:175741713-175742586	13.64587	8.175355	0.086110176	17.785291	0.086110176	46338.167	0.027338143
1	175787207	175788710	MGP_CASTEiJ_G0016122	Pex19	1:175787207-175788710	7.8158998	45.966946	0.32807371	100	0.32807371	1111.8333	0.56504525
1	175809408	175810289	MGP_CASTEiJ_G0016122	Pex19	1:175809408-175810289	13.38391	21.830896	0.25911651	47.492595	0.25911651	20484.833	0.21953322
1	63875282	63876502	MGP_CASTEiJ_G0015451	Fzd5	1:63875282-63876502	12.35909	12.666602	0.18244509	22.149753	0.18244509	50191	0.028868677
1	63906529	63907147	MGP_CASTEiJ_G0015451	Fzd5	1:63906529-63907147	3.6867299	16.966234	0.13927419	29.668407	0.13927419	19546	0.029518255
1	63924860	63925453	MGP_CASTEiJ_G0015451	Fzd5	1:63924860-63925453	2.27986	57.186199	0.26492737	100	0.26492737	1240	0.18925731
1	63926243	63927375	MGP_CASTEiJ_G0015451	Fzd5	1:63926243-63927375	7.36588	57.186199	0.85593994	100	0.85593994	0	0.6114615
1	41444757	41445364	MGP_CASTEiJ_G0015327	Mrps9	1:41444757-41445364	3.0274501	30.303113	0.19728759	100	0.19728759	18516.714	0.14723274
1	41445718	41446050	MGP_CASTEiJ_G0015327	Mrps9	1:41445718-41446050	3.55866	30.303113	0.23190455	100	0.23190455	17830.714	0.17306685
1	41448763	41449799	MGP_CASTEiJ_G0015327	Mrps9	1:41448763-41449799	11.8478	30.303113	0.77239418	100	0.77239418	14415	0.57642606
1	174581393	174583566	MGP_CASTEiJ_G0016095	Adamts4	1:174581393-174583566	10.35496	9.3490675	0.12554184	14.626849	0.12554184	206391.5	0.028252356
1	174758511	174759293	MGP_CASTEiJ_G0016095	Adamts4	1:174758511-174759293	10.79893	13.380039	0.076501648	20.933404	0.076501648	30664.5	0.024679325
1	174776264	174776447	MGP_CASTEiJ_G0016095	Adamts4	1:174776264-174776447	3.5976901	26.659246	0.05800946	41.709055	0.05800946	13510.5	0.037226063
1	174783847	174785255	MGP_CASTEiJ_G0016095	Adamts4	1:174783847-174785255	10.48815	29.752445	0.1970055	46.548441	0.1970055	4702.5	0.15623344
1	174789110	174789635	MGP_CASTEiJ_G0016095	Adamts4	1:174789110-174789635	2.1675999	63.917167	0.09834431	100	0.09834431	585.5	0.15129586
1	174790409	174790985	MGP_CASTEiJ_G0016095	Adamts4	1:174790409-174790985	2.4356999	63.917167	0.10338122	100	0.10338122	650	0.1590448
